,Ask,Bid,Expiry,Last,Open_Int,Quote_Time,Root,Strike,Symbol,Type,Underlying_Price,Update_Date,Update_Time,Vol,_id,iteration,Alert Level,Fifty Percent,Buy Price,Sell Price,Return Percent,Profit
2,1.1,0.95,2017-06-16,1.2,398.0,2017-05-26T10:11:23.000Z,AMC,24.0,AMC170616P00024000,p,24.17,20170526,01:52:33,4.0,AMC_20170616_20170526_7_p_24.0,7.0,0.03290598290598304,True,1.1,0.25,-0.7727272727272727,79.00000000000001
5,1.1,0.9,2017-09-15,1.05,94.0,2017-07-20T10:11:26.000Z,AMC,17.0,AMC170915P00017000,p,20.45,20170720,01:54:35,11.0,AMC_20170915_20170720_7_p_17.0,7.0,0.03022670025188906,True,1.1,0.65,-0.4090909090909091,39.00000000000001
12,0.89,0.86,2017-11-17,0.85,877.0,2017-09-25T10:10:24.000Z,AMAT,43.0,AMAT171117P00043000,p,46.32,20170925,01:25:16,11.0,AMAT_20171117_20170925_7_p_43.0,7.0,-0.030353778522085047,True,0.89,0.01,-0.9887640449438202,82.0
1,1.2,1.0,2017-09-15,1.1,691.0,2017-08-04T10:11:27.000Z,AMC,16.0,AMC170915P00016000,p,16.52,20170804,01:54:43,5.0,AMC_20170915_20170804_7_p_16.0,7.0,0.09403973509933775,True,1.2,0.05,-0.9583333333333333,108.99999999999999
15,0.92,0.9,2017-11-17,1.02,251.0,2017-09-27T10:10:20.000Z,AMAT,44.0,AMAT171117P00044000,p,47.47,20170927,01:25:17,91.0,AMAT_20171117_20170927_7_p_44.0,7.0,0.0337543554006968,True,0.92,0.02,-0.9782608695652174,84.0
16,1.25,1.05,2017-05-19,0.95,674.0,2017-03-21T10:16:11.000Z,AMTD,38.0,AMTD170519P00038000,p,38.55,20170321,03:31:47,7.0,AMTD_20170519_20170321_7_p_38.0,7.0,-0.03165033911077631,True,1.25,1.35,0.08000000000000007,-16.000000000000007
0,1.25,0.95,2017-04-21,1.12,340.0,2017-03-21T10:16:11.000Z,AN,42.0,AN170421P00042000,p,42.22,20170321,09:40:17,16.0,AN_20170421_20170321_7_p_42.0,7.0,-0.038706739526411724,True,1.25,0.05,-0.96,114.0
8,1.0,0.85,2017-05-19,0.9,3065.0,2017-04-24T10:16:16.000Z,AMTD,39.0,AMTD170519P00039000,p,39.27,20170424,03:32:13,30.0,AMTD_20170519_20170424_7_p_39.0,7.0,0.0353282362246244,True,1.0,2.35,1.35,-141.0
1,1.15,1.0,2017-11-17,0.95,42.0,2017-09-29T10:10:12.000Z,AMC,14.0,AMC171117P00014000,p,14.4,20170929,01:53:26,3.0,AMC_20171117_20170929_7_p_14.0,7.0,-0.03999999999999997,True,1.15,2.25,0.9565217391304349,-116.00000000000001
3,0.95,0.8,2017-11-17,0.95,10.0,2017-09-19T10:10:20.000Z,AMT,125.0,AMT171117P00125000,p,139.36,20170919,03:44:30,7.0,AMT_20171117_20170919_7_p_125.0,7.0,-0.037369620777785426,True,0.95,0.05,-0.9473684210526315,83.99999999999999
3,1.1,0.85,2017-05-19,1.1,29.0,2017-04-06T10:16:16.000Z,AN,39.0,AN170519P00039000,p,40.86,20170406,09:41:48,22.0,AN_20170519_20170406_7_p_39.0,7.0,0.030257186081694476,True,1.1,0.05,-0.9545454545454545,99.0
1,1.2,1.05,2017-11-17,0.9,1087.0,2017-10-06T10:10:13.000Z,AMC,15.0,AMC171117P00015000,p,15.28,20171006,01:53:26,30.0,AMC_20171117_20171006_7_p_15.0,7.0,-0.04797507788162002,False,1.2,3.2,1.6666666666666667,-206.0
1,1.3,1.0,2017-05-19,1.4,16.0,2017-04-19T10:16:19.000Z,AN,42.0,AN170519P00042000,p,43.2,20170419,09:41:51,2.0,AN_20170519_20170419_7_p_42.0,7.0,0.03971119133574021,True,1.3,2.35,0.8076923076923077,-111.0
1,1.1,0.95,2017-11-17,0.55,66.0,2017-10-09T10:10:15.000Z,AMC,14.0,AMC171117P00014000,p,14.23,20171009,01:53:29,4.0,AMC_20171117_20171009_7_p_14.0,7.0,-0.06381578947368415,True,1.1,2.25,1.0454545454545452,-120.99999999999999
2,1.15,0.95,2017-07-21,1.1,1.0,2017-06-09T10:11:27.000Z,AMTD,39.0,AMTD170721P00039000,p,39.92,20170609,03:29:57,10.0,AMTD_20170721_20170609_7_p_39.0,7.0,0.030193548387096817,True,1.15,0.05,-0.9565217391304347,103.99999999999999
3,1.0,0.85,2017-05-19,0.85,347.0,2017-04-28T10:16:17.000Z,AN,42.0,AN170519P00042000,p,42.3,20170428,09:41:53,1.0,AN_20170519_20170428_7_p_42.0,7.0,-0.030927835051546424,True,1.0,2.35,1.35,-141.0
5,0.95,0.85,2017-08-18,0.8,106.0,2017-07-10T10:11:25.000Z,AN,35.0,AN170818P00035000,p,40.21,20170710,09:40:35,5.0,AN_20170818_20170710_7_p_35.0,7.0,-0.038038277511961635,True,0.95,0.4,-0.5789473684210525,48.99999999999999
4,0.96,0.9,2017-05-19,1.0,2287.0,2017-03-29T10:16:17.000Z,ANF,12.0,ANF170519P00012000,p,12.28,20170329,09:20:04,37.0,ANF_20170519_20170329_7_p_12.0,7.0,0.036286919831223605,True,0.96,0.5,-0.47916666666666663,40.0
4,1.2,1.05,2017-12-15,1.1,867.0,2017-10-26T10:10:19.000Z,AMC,14.0,AMC171215P00014000,p,14.6,20171026,01:51:28,6.0,AMC_20171215_20171026_7_p_14.0,7.0,0.03914590747330953,False,1.2,2.45,1.041666666666667,-131.00000000000003
2,1.05,0.8,2017-09-15,0.85,428.0,2017-08-02T10:11:34.000Z,AN,37.0,AN170915P00037000,p,40.15,20170802,09:43:45,15.0,AN_20170915_20170802_7_p_37.0,7.0,-0.04336430783893258,True,1.05,0.7,-0.3333333333333334,29.000000000000007
4,1.03,0.97,2017-06-16,1.15,601.0,2017-04-26T10:16:13.000Z,ANF,12.0,ANF170616P00012000,p,12.16,20170426,09:18:56,4.0,ANF_20170616_20170426_7_p_12.0,7.0,0.0322580645161291,True,1.03,0.01,-0.9902912621359223,96.0
14,1.3,1.05,2017-09-15,1.38,1044.0,2017-08-04T10:11:29.000Z,ANET,145.0,ANET170915P00145000,p,172.22,20170804,09:12:36,42.0,ANET_20170915_20170804_7_p_145.0,7.0,0.19555709822978123,True,1.3,0.05,-0.9615384615384615,119.0
2,1.2,1.0,2017-12-15,1.0,844.0,2017-10-30T10:10:20.000Z,AMC,14.0,AMC171215P00014000,p,14.15,20171030,01:51:32,3.0,AMC_20171215_20171030_7_p_14.0,7.0,-0.04067796610169489,False,1.2,2.45,1.041666666666667,-131.00000000000003
4,1.0,0.85,2017-12-15,0.9,988.0,2017-11-03T10:10:16.000Z,AMC,12.0,AMC171215P00012000,p,12.25,20171103,01:51:36,10.0,AMC_20171215_20171103_7_p_12.0,7.0,-0.046692607003891023,False,1.0,1.0,0.0,-6.0
18,1.05,0.95,2017-10-20,0.9,295.0,2017-08-31T10:10:21.000Z,AN,42.0,AN171020P00042000,p,44.88,20170831,09:43:13,15.0,AN_20171020_20170831_7_p_42.0,7.0,0.03219871205151807,True,1.05,0.05,-0.9523809523809523,94.0
0,1.24,0.93,2017-07-21,1.08,86.0,2017-05-25T10:11:27.000Z,ANF,14.0,ANF170721P00014000,p,14.06,20170525,09:18:17,3.0,ANF_20170721_20170525_7_p_14.0,7.0,0.09076803723816912,False,1.24,4.3,2.4677419354838706,-311.99999999999994
2,1.15,0.9,2017-11-17,0.93,20.0,2017-09-28T10:10:23.000Z,AN,43.0,AN171117P00043000,p,46.23,20170928,09:41:59,15.0,AN_20171117_20170928_7_p_43.0,7.0,-0.0424606462303232,True,1.15,0.2,-0.8260869565217391,89.0
6,1.2,0.95,2017-12-15,3.57,110.0,2017-11-02T10:10:15.000Z,AN,50.0,AN171215P00050000,p,53.1,20171102,09:40:44,110.0,AN_20171215_20171102_7_p_50.0,7.0,0.11554621848739495,True,1.2,1.25,0.041666666666666706,-11.000000000000004
3,0.97,0.91,2017-12-15,0.81,6960.0,2017-10-30T10:10:22.000Z,ANF,13.0,ANF171215P00013000,p,13.77,20171030,09:16:06,1.0,ANF_20171215_20171030_7_p_13.0,7.0,-0.033684210526315816,False,0.97,1.42,0.46391752577319584,-50.99999999999999
9,1.03,0.9,2017-07-28,0.93,9.0,2017-06-14T10:11:37.000Z,APA,45.0,APA170728P00045000,p,47.26,20170614,09:54:01,9.0,APA_20170728_20170614_7_p_45.0,7.0,-0.03982121088988218,True,1.03,0.02,-0.9805825242718447,95.0
11,0.98,0.9,2017-07-28,0.94,5.0,2017-06-20T10:11:27.000Z,APA,45.5,APA170728P00045500,p,48.03,20170620,09:54:03,1.0,APA_20170728_20170620_7_p_45.5,7.0,-0.03592934564431953,True,0.98,0.01,-0.9897959183673469,91.0
10,1.08,0.94,2017-07-28,0.0,1.0,2017-06-21T10:11:29.000Z,APA,44.5,APA170728P00044500,p,46.22,20170621,09:54:03,2.0,APA_20170728_20170621_7_p_44.5,7.0,-0.03143336127409891,True,1.08,0.01,-0.9907407407407407,101.0
8,0.95,0.86,2017-08-04,0.54,2.0,2017-07-10T10:11:26.000Z,APA,44.0,APA170804P00044000,p,46.47,20170710,09:50:26,2.0,APA_20170804_20170710_7_p_44.0,7.0,0.030148525825759245,True,0.95,0.57,-0.4,32.0
11,0.91,0.8,2017-09-01,0.46,6.0,2017-08-03T10:11:28.000Z,APA,43.5,APA170901P00043500,p,45.47,20170803,09:59:34,6.0,APA_20170901_20170803_7_p_43.5,7.0,-0.05092882487998326,False,0.91,4.3,3.725274725274725,-344.99999999999994
0,1.2,1.05,2017-06-16,0.73,45.0,2017-04-27T10:16:17.000Z,APC,54.0,APC170616P00054000,p,56.35,20170427,10:07:05,35.0,APC_20170616_20170427_7_p_54.0,7.0,-0.06020680453635756,False,1.2,7.85,5.541666666666666,-671.0
5,1.07,0.98,2017-10-20,1.0,1715.0,2017-09-08T10:10:19.000Z,APA,37.5,APA171020P00037500,p,39.36,20170908,09:58:30,6.0,APA_20171020_20170908_7_p_37.5,7.0,-0.033636140437024245,True,1.07,0.01,-0.9906542056074766,100.0
8,0.98,0.87,2017-10-20,1.7,3.0,2017-09-13T10:10:22.000Z,APA,39.5,APA171020P00039500,p,41.86,20170913,09:58:31,3.0,APA_20171020_20170913_7_p_39.5,7.0,0.033070088845014715,True,0.98,0.01,-0.9897959183673469,91.0
4,1.04,0.87,2017-07-07,0.0,4.0,2017-06-07T10:11:29.000Z,APC,47.0,APC170707P00047000,p,48.36,20170607,10:06:51,0.0,APC_20170707_20170607_7_p_47.0,7.0,-0.034730538922155725,True,1.04,3.25,2.125,-227.0
0,1.2,1.11,2017-11-17,1.33,1155.0,2017-09-25T10:10:28.000Z,APA,42.5,APA171117P00042500,p,45.03,20170925,09:56:37,63.0,APA_20171117_20170925_7_p_42.5,7.0,0.03350929538673401,True,1.2,0.11,-0.9083333333333332,102.99999999999999
8,1.29,1.01,2017-12-01,0.61,23.0,2017-10-13T10:10:19.000Z,ANTM,160.0,ANTM171201P00160000,p,183.89,20171013,09:29:51,10.0,ANTM_20171201_20171013_7_p_160.0,7.0,-0.030831664382839793,False,1.29,0.82,-0.36434108527131787,41.00000000000001
5,0.86,0.8,2017-07-21,0.74,317.0,2017-06-14T10:11:37.000Z,APC,45.0,APC170721P00045000,p,46.96,20170614,10:06:27,17.0,APC_20170721_20170614_7_p_45.0,7.0,-0.04591629418935388,True,0.86,0.84,-0.023255813953488393,-3.9999999999999982
0,0.93,0.84,2017-11-10,0.49,2.0,2017-10-10T10:10:19.000Z,APA,41.0,APA171110P00041000,p,43.22,20171010,09:56:16,2.0,APA_20171110_20171010_7_p_41.0,7.0,-0.05736095965103604,True,0.93,0.01,-0.989247311827957,86.0
12,0.98,0.92,2017-08-18,0.95,270.0,2017-06-29T10:11:23.000Z,APC,37.5,APC170818P00037500,p,45.48,20170629,10:02:00,21.0,APC_20170818_20170629_7_p_37.5,7.0,0.03859328613838771,True,0.98,0.01,-0.9897959183673469,91.0
2,1.1,0.9,2017-10-20,1.05,11027.0,2017-08-24T10:10:26.000Z,APRN,5.0,APRN171020P00005000,p,5.65,20170824,10:28:13,4.0,APRN_20171020_20170824_7_p_5.0,7.0,0.03290676416819024,True,1.1,0.05,-0.9545454545454545,99.0
3,1.12,0.99,2017-11-17,1.03,3056.0,2017-09-21T10:10:28.000Z,APC,45.0,APC171117P00045000,p,48.01,20170921,10:10:10,134.0,APC_20171117_20170921_7_p_45.0,7.0,0.07141263110912732,True,1.12,0.01,-0.9910714285714286,105.00000000000001
0,1.05,0.95,2017-08-18,1.0,1133.0,2017-06-20T10:11:28.000Z,AR,20.0,AR170818P00020000,p,20.45,20170620,11:13:20,71.0,AR_20170818_20170620_7_p_20.0,7.0,-0.045730284647690175,True,1.05,1.35,0.28571428571428575,-36.0
2,1.1,0.85,2017-06-16,1.45,123.0,2017-04-24T10:16:18.000Z,ARCB,25.0,ARCB170616P00025000,p,26.75,20170424,10:34:17,1.0,ARCB_20170616_20170424_7_p_25.0,7.0,0.042884990253411366,True,1.1,4.6,3.181818181818181,-355.99999999999994
3,1.2,0.9,2017-09-15,1.15,73.0,2017-07-28T10:11:31.000Z,ARCB,25.0,ARCB170915P00025000,p,26.38,20170728,10:35:01,20.0,ARCB_20170915_20170728_7_p_25.0,7.0,0.22697674418604646,True,1.2,0.05,-0.9583333333333333,108.99999999999999
1,1.3,1.0,2017-09-15,0.8,419.0,2017-08-02T10:11:36.000Z,ARCB,25.0,ARCB170915P00025000,p,25.6,20170802,10:35:01,100.0,ARCB_20170915_20170802_7_p_25.0,7.0,-0.03396226415094334,True,1.3,0.05,-0.9615384615384615,119.0
1,1.2,0.85,2017-09-15,1.05,512.0,2017-08-04T10:11:29.000Z,ARCB,25.0,ARCB170915P00025000,p,25.9,20170804,10:35:01,100.0,ARCB_20170915_20170804_7_p_25.0,7.0,0.038076152304609194,True,1.2,0.05,-0.9583333333333333,108.99999999999999
1,1.2,0.95,2017-12-15,1.4,35.0,2017-10-26T10:10:24.000Z,ARCB,30.0,ARCB171215P00030000,p,33.03,20171026,10:34:04,2.0,ARCB_20171215_20171026_7_p_30.0,7.0,0.03542319749216309,True,1.2,1.0,-0.16666666666666663,13.999999999999996
6,1.05,0.8,2017-05-19,0.85,13.0,2017-03-30T10:16:18.000Z,ARLP,20.0,ARLP170519P00020000,p,22.76,20170330,10:43:57,3.0,ARLP_20170519_20170330_7_p_20.0,7.0,0.046436781609195475,True,1.05,0.05,-0.9523809523809523,94.0
0,1.15,0.95,2017-07-21,0.0,27.0,2017-06-09T10:11:30.000Z,ARII,35.0,ARII170721P00035000,p,36.52,20170609,10:41:59,9.0,ARII_20170721_20170609_7_p_35.0,7.0,0.03105590062111805,True,1.15,0.05,-0.9565217391304347,103.99999999999999
3,1.15,0.8,2017-06-16,1.0,185.0,2017-05-01T10:16:13.000Z,ARLP,22.5,ARLP170616P00022500,p,22.82,20170501,10:43:46,16.0,ARLP_20170616_20170501_7_p_22.5,7.0,0.07388235294117648,True,1.15,0.45,-0.6086956521739131,64.0
24,1.29,0.9,2017-04-21,1.38,107.0,2017-03-21T10:16:13.000Z,ARNC,14.0,ARNC170421P00014000,p,26.99,20170321,10:54:16,1.0,ARNC_20170421_20170321_7_p_14.0,7.0,-0.03157517043415868,True,1.29,1.6,0.24031007751937988,-37.00000000000001
6,1.24,1.12,2017-05-19,1.18,29.0,2017-04-17T10:16:14.000Z,ARNC,27.0,ARNC170519P00027000,p,27.14,20170417,10:58:33,117.0,ARNC_20170519_20170417_7_p_27.0,7.0,0.04787644787644796,True,1.24,0.24,-0.8064516129032259,94.0
9,1.25,0.98,2017-09-15,0.69,139.0,2017-08-08T10:11:31.000Z,ARNA,21.0,ARNA170915P00021000,p,21.41,20170808,10:53:07,2.0,ARNA_20170915_20170808_7_p_21.0,7.0,-0.08347602739726025,True,1.25,0.02,-0.984,117.0
2,0.95,0.9,2017-04-21,0.81,75.0,2017-03-10T10:16:14.000Z,ARRY,11.0,ARRY170421P00011000,p,11.04,20170310,11:03:13,39.0,ARRY_20170421_20170310_7_p_11.0,7.0,-0.03327495621716294,False,0.95,2.55,1.6842105263157894,-166.0
3,1.2,0.8,2017-04-21,1.4,315.0,2017-03-02T10:16:14.000Z,ASH,115.0,ASH170421P00115000,p,122.31,20170302,11:24:40,36.0,ASH_20170421_20170302_7_p_115.0,7.0,1.0405439448514262,True,1.2,0.0,-1.0,114.0
2,1.0,0.8,2017-12-15,0.8,14.0,2017-11-01T10:10:24.000Z,ASIX,40.0,ASIX171215P00040000,p,44.62,20171101,11:26:58,6.0,ASIX_20171215_20171101_7_p_40.0,7.0,-0.03566025502485424,True,1.0,1.2,0.19999999999999996,-25.999999999999996
0,1.05,0.8,2017-06-16,0.6,3928.0,2017-04-19T10:16:22.000Z,ARRY,8.0,ARRY170616P00008000,p,8.25,20170419,11:06:11,10.0,ARRY_20170616_20170419_7_p_8.0,7.0,0.04035308953341744,True,1.05,0.3,-0.7142857142857143,69.0
5,1.11,1.03,2017-10-20,1.05,546.0,2017-08-22T10:11:33.000Z,ARNC,25.0,ARNC171020P00025000,p,25.37,20170822,11:00:11,19.0,ARNC_20171020_20170822_7_p_25.0,7.0,0.03635620915032682,True,1.11,0.01,-0.990990990990991,104.00000000000001
0,1.1,0.8,2017-04-21,0.9,280.0,2017-03-03T10:16:14.000Z,ASH,115.0,ASH170421P00115000,p,122.06,20170303,11:24:41,35.0,ASH_20170421_20170303_7_p_115.0,7.0,1.0445492644915761,True,1.1,0.0,-1.0,104.00000000000001
5,1.3,0.95,2017-04-21,0.8,250.0,2017-03-06T10:16:18.000Z,ASH,115.0,ASH170421P00115000,p,120.6,20170306,11:24:40,34.0,ASH_20170421_20170306_7_p_115.0,7.0,1.0148086767084106,True,1.3,0.0,-1.0,124.0
7,0.87,0.8,2017-10-20,0.79,1041.0,2017-09-05T10:10:24.000Z,ARNC,24.0,ARNC171020P00024000,p,24.64,20170905,11:00:17,6.0,ARNC_20171020_20170905_7_p_24.0,7.0,-0.03410427283418271,True,0.87,0.01,-0.9885057471264368,80.0
4,1.15,0.95,2017-04-21,1.3,193.0,2017-03-08T10:16:15.000Z,ASH,115.0,ASH170421P00115000,p,120.26,20170308,11:24:41,29.0,ASH_20170421_20170308_7_p_115.0,7.0,1.0611912952117495,True,1.15,0.0,-1.0,108.99999999999999
3,0.95,0.8,2017-04-21,1.0,191.0,2017-03-09T10:16:16.000Z,ASH,115.0,ASH170421P00115000,p,120.75,20170309,11:24:42,46.0,ASH_20170421_20170309_7_p_115.0,7.0,1.0430331301297897,True,0.95,0.0,-1.0,89.0
5,1.15,0.85,2017-04-21,0.9,188.0,2017-03-10T10:16:14.000Z,ASH,115.0,ASH170421P00115000,p,119.8,20170310,11:24:42,49.0,ASH_20170421_20170310_7_p_115.0,7.0,1.0418354703294719,True,1.15,0.0,-1.0,108.99999999999999
5,0.93,0.86,2017-11-17,1.05,192.0,2017-10-02T10:10:23.000Z,ARNC,25.0,ARNC171117P00025000,p,25.79,20171002,10:58:48,130.0,ARNC_20171117_20171002_7_p_25.0,7.0,0.03657556270096464,True,0.93,0.79,-0.15053763440860216,8.000000000000002
6,1.15,0.9,2017-09-15,6.2,33.0,2017-07-19T10:11:28.000Z,ASML,135.0,ASML170915P00135000,p,149.88,20170719,11:32:35,2.0,ASML_20170915_20170719_7_p_135.0,7.0,0.04628272251308897,True,1.15,0.05,-0.9565217391304347,103.99999999999999
3,1.15,0.85,2017-04-21,1.8,461.0,2017-03-17T10:16:19.000Z,ASH,120.0,ASH170421P00120000,p,124.16,20170317,11:24:44,10.0,ASH_20170421_20170317_7_p_120.0,7.0,1.062314589347587,True,1.15,0.1,-0.9130434782608695,98.99999999999999
7,0.9,0.84,2017-12-15,0.95,1457.0,2017-10-23T10:10:22.000Z,ARNC,24.0,ARNC171215P00024000,p,25.7,20171023,10:54:40,59.0,ARNC_20171215_20171023_7_p_24.0,7.0,-0.0541037909458963,True,0.9,0.75,-0.16666666666666669,9.000000000000002
4,1.15,0.9,2017-04-21,0.8,437.0,2017-03-20T10:16:26.000Z,ASH,120.0,ASH170421P00120000,p,123.29,20170320,11:24:45,43.0,ASH_20170421_20170320_7_p_120.0,7.0,1.0262929964779415,True,1.15,0.1,-0.9130434782608695,98.99999999999999
3,1.25,0.9,2017-04-21,1.1,507.0,2017-03-24T10:16:15.000Z,ASH,120.0,ASH170421P00120000,p,122.36,20170324,11:24:45,45.0,ASH_20170421_20170324_7_p_120.0,7.0,1.0372180219538711,True,1.25,0.1,-0.9199999999999999,108.99999999999999
3,0.95,0.8,2017-04-21,1.08,561.0,2017-03-28T10:16:19.000Z,ASH,120.0,ASH170421P00120000,p,123.03,20170328,11:24:46,54.0,ASH_20170421_20170328_7_p_120.0,7.0,1.0508794126913479,True,0.95,0.1,-0.8947368421052632,79.0
10,1.25,0.95,2017-05-19,1.25,20.0,2017-03-29T10:16:21.000Z,ASH,115.0,ASH170519P00115000,p,123.09,20170329,11:25:45,10.0,ASH_20170519_20170329_7_p_115.0,7.0,1.0413917087223101,True,1.25,0.0,-1.0,119.0
3,1.15,0.9,2017-12-15,1.0,325.0,2017-10-18T10:10:23.000Z,ASML,150.0,ASML171215P00150000,p,171.04,20171018,11:28:29,96.0,ASML_20171215_20171018_7_p_150.0,7.0,-0.030055574458432637,True,1.15,0.25,-0.782608695652174,83.99999999999999
3,1.1,0.95,2017-11-17,1.0,33.0,2017-10-03T10:10:15.000Z,ARRY,12.0,ARRY171117P00012000,p,12.01,20171003,11:06:55,3.0,ARRY_20171117_20171003_7_p_12.0,7.0,-0.03534136546184735,True,1.1,1.15,0.04545454545454529,-10.999999999999982
0,1.15,0.8,2017-05-19,0.7,40.0,2017-04-17T10:16:14.000Z,ASH,115.0,ASH170519P00115000,p,124.83,20170417,11:25:47,10.0,ASH_20170519_20170417_7_p_115.0,7.0,1.0871859523339764,True,1.15,0.0,-1.0,108.99999999999999
1,1.3,0.95,2017-11-17,1.25,5.0,2017-10-02T10:10:24.000Z,ASTE,50.0,ASTE171117P00050000,p,53.31,20171002,11:38:49,2.0,ASTE_20171117_20171002_7_p_50.0,7.0,-0.04820567755757893,True,1.3,0.25,-0.8076923076923077,99.0
0,1.15,0.95,2017-05-19,0.95,37.0,2017-04-10T10:16:19.000Z,ATHM,30.0,ATHM170519P00030000,p,30.99,20170410,11:42:26,20.0,ATHM_20170519_20170410_7_p_30.0,7.0,0.048730964467005,True,1.15,0.05,-0.9565217391304347,103.99999999999999
1,1.05,0.8,2017-04-21,0.9,689.0,2017-03-06T10:16:20.000Z,ATI,17.5,ATI170421P00017500,p,18.18,20170306,11:57:03,12.0,ATI_20170421_20170306_7_p_17.5,7.0,-0.04616998950682052,True,1.05,0.25,-0.7619047619047619,74.0
4,1.25,0.95,2017-09-15,1.5,128.0,2017-08-07T10:11:33.000Z,ATHM,45.0,ATHM170915P00045000,p,49.59,20170807,11:42:59,6.0,ATHM_20170915_20170807_7_p_45.0,7.0,0.037013801756587264,True,1.25,0.05,-0.96,114.0
19,1.05,0.85,2017-12-15,1.22,130.0,2017-10-27T10:10:32.000Z,ATHN,100.0,ATHN171215P00100000,p,127.0,20171027,11:44:54,10.0,ATHN_20171215_20171027_7_p_100.0,7.0,0.03378103378103383,True,1.05,0.2,-0.8095238095238095,79.00000000000001
0,1.25,0.95,2017-10-20,1.25,7.0,2017-09-08T10:10:23.000Z,ATUS,27.0,ATUS171020P00027000,p,28.36,20170908,12:07:49,7.0,ATUS_20171020_20170908_7_p_27.0,7.0,-0.030427350427350446,True,1.25,1.4,0.11999999999999993,-20.999999999999993
2,1.15,0.9,2017-10-20,1.25,7.0,2017-09-15T10:10:20.000Z,ATUS,27.0,ATUS171020P00027000,p,28.53,20170915,12:07:52,7.0,ATUS_20171020_20170915_7_p_27.0,7.0,-0.032225237449118024,False,1.15,1.4,0.2173913043478261,-31.0
3,1.15,0.85,2017-12-15,1.45,68.0,2017-10-25T10:10:34.000Z,ATSG,22.5,ATSG171215P00022500,p,23.18,20171025,12:06:10,35.0,ATSG_20171215_20171025_7_p_22.5,7.0,-0.0333611342785655,True,1.15,0.5,-0.5652173913043478,58.999999999999986
0,0.9,0.8,2017-05-19,0.73,47.0,2017-04-07T10:16:17.000Z,AU,11.0,AU170519P00011000,p,12.24,20170407,12:54:49,10.0,AU_20170519_20170407_7_p_11.0,7.0,0.03291139240506334,True,0.9,0.05,-0.9444444444444444,79.0
9,1.08,0.99,2017-06-16,0.99,55.0,2017-05-17T10:16:15.000Z,ATVI,54.0,ATVI170616P00054000,p,54.79,20170517,12:19:48,5.0,ATVI_20170616_20170517_7_p_54.0,7.0,-0.035047551954913735,True,1.08,0.01,-0.9907407407407407,101.0
0,1.05,0.9,2017-12-15,0.8,116.0,2017-10-26T10:10:29.000Z,ATUS,23.0,ATUS171215P00023000,p,23.86,20171026,12:06:50,116.0,ATUS_20171215_20171026_7_p_23.0,7.0,-0.06062992125984249,True,1.05,1.75,0.6666666666666666,-76.0
2,1.1,0.9,2017-12-15,0.0,8.0,2017-11-01T10:10:26.000Z,ATUS,24.0,ATUS171215P00024000,p,24.52,20171101,12:06:52,8.0,ATUS_20171215_20171101_7_p_24.0,7.0,0.035472972972972965,True,1.1,2.5,1.2727272727272725,-146.0
4,1.15,0.9,2017-12-15,1.6,120.0,2017-11-06T10:10:24.000Z,ATUS,23.0,ATUS171215P00023000,p,23.4,20171106,12:06:53,15.0,ATUS_20171215_20171106_7_p_23.0,7.0,0.03585657370517922,True,1.15,1.75,0.5217391304347827,-66.0
1,1.25,1.05,2017-08-18,1.44,24.0,2017-06-28T10:11:33.000Z,AVD,17.5,AVD170818P00017500,p,17.6,20170628,13:04:21,2.0,AVD_20170818_20170628_7_p_17.5,7.0,0.03225806451612907,True,1.25,0.05,-0.96,114.0
0,0.96,0.89,2017-11-17,0.8,2501.0,2017-09-25T10:10:35.000Z,ATVI,55.0,ATVI171117P00055000,p,61.74,20170925,12:25:38,7.0,ATVI_20171117_20170925_7_p_55.0,7.0,-0.0338028169014084,True,0.96,0.02,-0.9791666666666666,88.0
30,1.13,1.07,2017-12-15,1.14,379.0,2017-11-03T10:10:26.000Z,ATVI,60.0,ATVI171215P00060000,p,63.17,20171103,12:13:54,90.0,ATVI_20171215_20171103_7_p_60.0,7.0,-0.03483575248281132,True,1.13,1.01,-0.10619469026548663,5.999999999999989
4,0.9,0.8,2017-11-17,0.95,306.0,2017-09-20T10:10:25.000Z,AVGO,200.0,AVGO171117P00200000,p,241.75,20170920,13:24:54,44.0,AVGO_20171117_20170920_7_p_200.0,7.0,-0.03207078795643815,True,0.9,0.05,-0.9444444444444444,79.0
1,1.25,0.95,2017-07-21,1.1,454.0,2017-06-12T10:11:39.000Z,AXDX,25.0,AXDX170721P00025000,p,25.85,20170612,14:18:50,294.0,AXDX_20170721_20170612_7_p_25.0,7.0,-0.04963235294117639,True,1.25,0.1,-0.9199999999999999,108.99999999999999
1,1.15,1.0,2017-09-15,0.82,13.0,2017-08-04T10:11:33.000Z,AXTA,27.0,AXTA170915P00027000,p,28.12,20170804,15:15:13,13.0,AXTA_20170915_20170804_7_p_27.0,7.0,-0.038632478632478595,True,1.15,0.1,-0.9130434782608695,98.99999999999999
2,1.25,1.05,2017-11-17,1.1,1696.0,2017-10-25T10:10:37.000Z,AXDX,17.5,AXDX171117P00017500,p,17.94,20171025,14:20:59,46.0,AXDX_20171117_20171025_7_p_17.5,7.0,-0.04064171122994642,True,1.25,0.2,-0.8400000000000001,99.0
